"Date","High price","Low price","Closing price"
"2013-10-16","1212.32","1197.39","1211.73"
"2013-10-17","1215.66","1204.44","1215.66"
"2013-10-18","1225.34","1214.60","1224.78"
"2013-10-21","1233.49","1225.06","1232.72"
"2013-10-22","1244.16","1235.43","1240.64"
"2013-10-23","1236.23","1229.97","1232.37"
"2013-10-24","1238.31","1231.36","1237.74"
"2013-10-25","1235.78","1229.33","1234.70"
"2013-10-28","1240.02","1226.63","1231.14"
"2013-10-29","1235.48","1224.55","1233.53"
"2013-10-30","1241.72","1233.81","1236.59"
"2013-10-31","1229.12","1221.23","1221.72"
"2013-11-01","1225.04","1216.26","1218.74"
"2013-11-04","1228.74","1221.23","1226.71"
"2013-11-05","1227.69","1216.45","1220.49"
"2013-11-06","1235.49","1222.24","1233.14"
"2013-11-07","1251.49","1232.29","1238.76"
"2013-11-08","1231.75","1220.45","1229.33"
"2013-11-11","1236.41","1230.87","1236.39"
"2013-11-12","1234.22","1217.14","1217.73"
"2013-11-13","1217.09","1204.66","1211.90"
"2013-11-14","1224.03","1217.94","1223.89"
"2013-11-15","1230.76","1227.04","1228.86"
"2013-11-18","1243.54","1227.65","1242.94"
"2013-11-19","1236.22","1231.29","1231.65"
"2013-11-20","1236.64","1224.38","1232.91"
"2013-11-21","1229.92","1220.86","1228.34"
"2013-11-22","1238.97","1231.44","1236.59"
"2013-11-25","1245.08","1239.26","1244.52"
"2013-11-26","1246.49","1239.32","1239.33"
"2013-11-27","1245.34","1238.06","1244.41"
"2013-11-28","1252.68","1244.17","1252.44"
"2013-11-29","1251.62","1247.72","1248.49"
"2013-12-02","1253.94","1245.87","1248.05"
"2013-12-03","1250.39","1229.00","1230.52"
"2013-12-04","1236.64","1219.56","1228.34"
"2013-12-05","1232.23","1218.17","1218.19"
"2013-12-06","1221.22","1209.40","1217.19"
"2013-12-09","1224.38","1217.39","1221.04"
"2013-12-10","1218.26","1204.35","1208.09"
"2013-12-11","1213.26","1201.32","1202.82"
"2013-12-12","1200.95","1187.15","1187.70"
"2013-12-13","1193.83","1185.12","1188.74"
"2013-12-16","1198.87","1186.68","1198.87"
"2013-12-17","1201.91","1192.72","1193.28"
"2013-12-18","1210.23","1197.74","1208.36"
"2013-12-19","1231.82","1219.56","1230.29"
"2013-12-20","1242.30","1230.61","1241.58"
"2013-12-23","1249.16","1240.15","1249.16"
"2013-12-27","1266.07","1253.60","1265.02"
"2013-12-30","1271.01","1262.94","1270.51"
"2014-01-02","1277.13","1265.05","1270.67"
"2014-01-03","1276.41","1273.29","1273.50"
"2014-01-06","1274.90","1272.31","1272.36"
"2014-01-07","1280.69","1275.09","1277.94"
"2014-01-08","1281.10","1272.85","1274.33"
"2014-01-09","1282.72","1272.51","1275.41"
"2014-01-10","1288.68","1279.15","1285.17"
"2014-01-13","1291.35","1284.52","1284.99"
"2014-01-14","1287.32","1268.73","1285.97"
"2014-01-15","1301.15","1291.59","1300.53"
"2014-01-16","1303.93","1297.55","1301.43"
"2014-01-17","1306.53","1299.11","1306.39"
"2014-01-20","1305.95","1301.63","1303.56"
"2014-01-21","1307.03","1302.52","1303.21"
"2014-01-22","1307.97","1299.76","1305.30"
"2014-01-23","1308.46","1286.60","1288.02"
"2014-01-24","1294.78","1266.57","1266.57"
"2014-01-27","1265.24","1252.61","1259.81"
"2014-01-28","1267.10","1256.68","1264.75"
"2014-01-29","1276.67","1242.84","1254.27"
"2014-01-30","1262.24","1243.77","1254.59"
"2014-01-31","1262.70","1246.69","1259.81"
"2014-02-03","1273.04","1246.80","1247.21"
"2014-02-04","1246.46","1234.27","1242.90"
"2014-02-05","1259.14","1245.59","1255.82"
"2014-02-06","1282.06","1263.47","1277.10"
"2014-02-07","1285.34","1276.58","1284.36"
"2014-02-10","1293.00","1286.28","1291.87"
"2014-02-11","1309.50","1296.27","1309.50"
"2014-02-12","1316.82","1307.48","1310.01"
"2014-02-13","1308.98","1296.17","1304.95"
"2014-02-14","1311.86","1303.14","1308.04"
"2014-02-17","1317.20","1310.28","1312.15"
"2014-02-18","1313.91","1294.69","1298.76"
"2014-02-19","1305.77","1294.11","1305.77"
"2014-02-20","1302.90","1292.33","1302.90"
"2014-02-21","1310.51","1303.68","1309.65"
"2014-02-24","1333.00","1312.47","1333.00"
"2014-02-25","1344.19","1328.53","1344.01"
"2014-02-26","1346.25","1333.23","1341.79"
"2014-02-27","1344.10","1327.55","1335.32"
"2014-02-28","1345.75","1333.59","1344.72"
"2014-03-03","1322.28","1307.36","1308.42"
"2014-03-04","1339.11","1317.46","1339.06"
"2014-03-05","1345.57","1338.22","1344.24"
"2014-03-06","1352.97","1345.11","1345.47"
"2014-03-07","1346.50","1330.32","1331.42"
"2014-03-10","1337.45","1322.82","1327.40"
"2014-03-11","1335.43","1324.89","1330.23"
"2014-03-12","1325.14","1307.82","1312.82"
"2014-03-13","1321.43","1304.80","1304.92"
"2014-03-14","1295.26","1282.70","1290.80"
"2014-03-17","1312.83","1289.80","1312.16"
"2014-03-18","1328.16","1305.07","1325.65"
"2014-03-19","1329.03","1319.39","1321.17"
"2014-03-20","1318.08","1306.73","1314.74"
"2014-03-21","1315.96","1305.09","1305.09"
"2014-03-24","1310.34","1292.16","1292.40"
"2014-03-25","1309.76","1294.92","1305.68"
"2014-03-26","1311.84","1305.89","1306.69"
"2014-03-27","1304.82","1297.38","1302.60"
"2014-03-28","1315.44","1307.03","1308.33"
"2014-03-31","1324.35","1312.29","1324.34"
"2014-04-01","1337.57","1327.33","1336.28"
"2014-04-02","1342.77","1336.30","1339.00"
"2014-04-03","1337.53","1329.38","1329.80"
"2014-04-04","1336.58","1328.51","1330.65"
"2014-04-07","1319.05","1312.59","1312.81"
"2014-04-08","1320.88","1305.25","1314.37"
"2014-04-09","1321.32","1315.66","1317.18"
"2014-04-10","1326.34","1299.54","1299.54"
"2014-04-11","1290.97","1273.31","1285.63"
"2014-04-14","1284.73","1266.15","1283.99"
"2014-04-15","1290.61","1266.02","1266.19"
"2014-04-16","1279.98","1273.78","1279.33"
"2014-04-17","1282.50","1278.00","1279.87"
"2014-04-22","1313.01","1294.40","1311.57"
"2014-04-23","1307.97","1298.78","1299.20"
"2014-04-24","1313.57","1295.28","1304.18"
"2014-04-25","1303.42","1290.76","1292.72"
"2014-04-28","1304.54","1295.20","1297.17"
"2014-04-29","1314.49","1301.14","1311.30"
"2014-04-30","1311.79","1306.64","1311.21"
"2014-05-01","1314.72","1307.64","1310.98"
"2014-05-02","1315.34","1303.81","1307.07"
"2014-05-05","1308.67","1290.17","1299.12"
"2014-05-06","1308.43","1295.50","1297.42"
"2014-05-07","1298.39","1289.44","1291.92"
"2014-05-08","1306.40","1292.75","1306.40"
"2014-05-09","1308.01","1300.76","1305.99"
"2014-05-12","1318.68","1309.51","1318.66"
"2014-05-13","1329.09","1322.92","1329.09"
"2014-05-14","1329.20","1322.22","1327.10"
"2014-05-15","1332.79","1321.24","1327.19"
"2014-05-16","1325.28","1320.55","1323.94"
"2014-05-19","1326.24","1313.16","1318.35"
"2014-05-20","1327.52","1318.93","1325.99"
"2014-05-21","1338.31","1319.19","1336.59"
"2014-05-22","1343.99","1337.84","1340.48"
"2014-05-23","1339.77","1329.66","1336.65"
"2014-05-26","1344.66","1339.00","1343.76"
"2014-05-27","1346.56","1339.34","1344.90"
"2014-05-28","1345.42","1338.72","1340.02"
"2014-05-30","1346.91","1340.10","1340.30"
"2014-06-02","1345.52","1339.84","1341.40"
"2014-06-03","1341.54","1336.96","1336.99"
"2014-06-04","1345.34","1333.70","1345.34"
"2014-06-05","1351.47","1338.40","1338.40"
"2014-06-06","1347.93","1342.89","1347.84"
"2014-06-09","1355.25","1350.44","1353.74"
"2014-06-10","1360.78","1350.52","1360.07"
"2014-06-11","1366.57","1355.57","1357.12"
"2014-06-12","1362.91","1357.74","1360.02"
"2014-06-13","1360.87","1349.34","1359.21"
"2014-06-16","1360.77","1351.99","1356.21"
"2014-06-17","1363.30","1352.57","1357.68"
"2014-06-18","1361.89","1351.45","1351.45"
"2014-06-19","1361.41","1350.17","1350.92"
"2014-06-20","1352.27","1346.48","1346.48"
"2014-06-23","1357.37","1345.60","1355.24"
"2014-06-24","1357.71","1347.77","1349.40"
"2014-06-25","1343.00","1326.01","1330.70"
"2014-06-26","1335.00","1324.55","1329.49"
"2014-06-27","1333.05","1325.80","1333.04"
"2014-06-30","1338.38","1330.41","1334.49"
"2014-07-01","1339.75","1330.99","1339.75"
"2014-07-02","1347.93","1341.54","1345.36"
"2014-07-03","1352.59","1336.16","1350.83"
"2014-07-04","1349.92","1340.09","1340.09"
"2014-07-07","1341.49","1335.25","1336.21"
"2014-07-08","1339.23","1318.93","1318.93"
"2014-07-09","1323.66","1314.52","1319.76"
"2014-07-10","1319.98","1303.32","1307.84"
"2014-07-11","1315.34","1307.01","1310.32"
"2014-07-14","1326.49","1315.73","1326.03"
"2014-07-15","1330.59","1315.76","1319.46"
"2014-07-16","1338.66","1322.48","1338.66"
"2014-07-17","1339.32","1329.51","1329.51"
"2014-07-18","1334.84","1324.04","1332.72"
"2014-07-21","1334.28","1324.72","1327.74"
"2014-07-22","1348.36","1333.34","1347.70"
"2014-07-23","1351.05","1344.01","1348.50"
"2014-07-24","1358.45","1351.58","1354.69"
"2014-07-25","1361.94","1353.27","1358.89"
"2014-07-28","1361.50","1349.90","1353.39"
"2014-07-29","1358.29","1351.63","1354.06"
"2014-07-30","1356.11","1347.56","1349.84"
"2014-07-31","1353.04","1331.71","1332.67"
"2014-08-01","1333.72","1313.96","1314.63"
"2014-08-04","1324.63","1313.64","1314.19"
"2014-08-05","1326.98","1319.38","1324.94"
"2014-08-06","1316.83","1298.00","1302.51"
"2014-08-07","1305.99","1292.42","1292.42"
"2014-08-08","1284.35","1268.45","1281.26"
"2014-08-11","1309.11","1293.44","1308.77"
"2014-08-12","1310.74","1304.33","1306.10"
"2014-08-13","1314.99","1308.13","1313.10"
"2014-08-14","1312.99","1306.01","1311.16"
"2014-08-15","1323.71","1307.95","1307.98"
"2014-08-18","1324.55","1317.80","1324.55"
"2014-08-19","1337.22","1329.39","1337.21"
"2014-08-20","1342.29","1330.42","1336.72"
"2014-08-21","1345.30","1334.64","1345.24"
"2014-08-22","1347.61","1337.32","1340.47"
"2014-08-25","1352.43","1346.68","1352.43"
"2014-08-26","1353.90","1346.77","1353.90"
"2014-08-27","1355.44","1350.88","1354.89"
"2014-08-28","1354.16","1336.83","1340.54"
"2014-08-29","1348.14","1341.87","1346.91"
"2014-09-01","1349.98","1338.65","1344.77"
"2014-09-02","1349.20","1342.38","1346.98"
"2014-09-03","1359.17","1347.25","1355.25"
"2014-09-04","1364.08","1350.33","1363.01"
"2014-09-05","1363.91","1349.09","1350.53"
"2014-09-08","1358.43","1347.89","1358.42"
"2014-09-09","1359.08","1349.94","1351.54"
"2014-09-10","1356.04","1342.45","1355.56"
"2014-09-11","1360.91","1347.16","1350.64"
"2014-09-12","1358.77","1354.31","1356.00"
"2014-09-15","1362.07","1346.78","1361.11"
"2014-09-16","1360.76","1349.91","1355.95"
"2014-09-17","1369.33","1362.21","1367.97"
"2014-09-18","1383.43","1371.70","1383.43"
"2014-09-19","1395.26","1388.41","1390.45"
"2014-09-22","1393.53","1383.68","1388.29"
"2014-09-23","1387.29","1372.74","1372.74"
"2014-09-24","1377.43","1367.93","1377.43"
"2014-09-25","1383.36","1363.81","1365.58"
"2014-09-26","1371.93","1360.51","1368.35"
"2014-09-29","1371.50","1357.55","1365.42"
"2014-09-30","1379.80","1364.61","1379.77"
"2014-10-01","1382.14","1364.24","1365.25"
"2014-10-02","1365.12","1338.29","1338.29"
"2014-10-03","1354.72","1344.78","1354.59"
"2014-10-06","1367.76","1352.82","1352.82"
"2014-10-07","1351.98","1324.91","1324.91"
"2014-10-08","1318.62","1304.02","1307.68"
"2014-10-09","1328.38","1297.02","1300.43"
"2014-10-10","1290.81","1271.92","1279.14"
"2014-10-13","1286.64","1263.39","1276.18"
"2014-10-14","1287.79","1261.84","1280.84"
"2014-10-15","1281.44","1237.87","1242.07"
"2014-10-16","1258.07","1214.47","1239.98"
"2014-10-17","1281.51","1240.26","1281.51"
"2014-10-20","1285.32","1264.56","1277.27"
"2014-10-21","1306.06","1270.46","1306.06"
"2014-10-22","1318.65","1302.04","1318.34"
"2014-10-23","1336.18","1315.40","1335.17"
"2014-10-24","1337.77","1324.00","1328.75"
"2014-10-27","1346.38","1315.47","1323.40"
"2014-10-28","1328.36","1315.28","1324.03"
"2014-10-29","1335.64","1325.89","1332.73"
"2014-10-30","1354.36","1332.82","1354.36"
"2014-10-31","1373.68","1361.44","1367.36"
"2014-11-03","1372.81","1355.21","1356.68"
"2014-11-04","1359.87","1346.38","1348.01"
"2014-11-05","1367.71","1351.49","1366.66"
"2014-11-06","1377.30","1356.31","1368.49"
"2014-11-07","1374.13","1353.96","1359.11"
"2014-11-10","1366.56","1359.40","1366.33"
"2014-11-11","1376.74","1365.78","1373.62"
"2014-11-12","1374.45","1357.38","1357.38"
"2014-11-13","1371.32","1359.69","1366.36"
"2014-11-14","1371.35","1356.61","1359.76"
"2014-11-17","1362.40","1348.82","1361.41"
"2014-11-18","1374.13","1359.59","1374.13"
"2014-11-19","1375.57","1369.31","1370.03"
"2014-11-20","1372.68","1361.31","1367.25"
"2014-11-21","1393.73","1369.28","1392.97"
"2014-11-24","1403.15","1391.61","1403.15"
"2014-11-25","1411.45","1401.49","1408.22"
"2014-11-26","1417.04","1403.72","1406.60"
"2014-11-27","1414.17","1406.66","1411.87"
"2014-11-28","1411.97","1402.26","1408.39"
"2014-12-01","1406.01","1398.62","1403.48"
"2014-12-02","1416.57","1404.25","1404.56"
"2014-12-03","1416.56","1404.25","1416.14"
"2014-12-04","1422.88","1401.32","1401.52"
"2014-12-05","1425.99","1410.00","1425.62"
"2014-12-08","1426.42","1415.07","1419.44"
"2014-12-09","1419.29","1393.59","1397.76"
"2014-12-10","1410.96","1391.99","1395.08"
"2014-12-11","1401.15","1386.39","1394.27"
"2014-12-12","1392.40","1361.78","1361.78"
"2014-12-15","1370.27","1333.62","1333.68"
"2014-12-16","1336.87","1298.17","1331.46"
"2014-12-17","1334.82","1319.34","1330.59"
"2014-12-18","1370.00","1337.63","1369.90"
"2014-12-19","1386.51","1362.09","1376.15"
"2014-12-22","1385.47","1374.70","1379.42"
"2014-12-23","1391.78","1380.23","1386.69"
"2014-12-24","1387.42","1380.89","1382.81"
"2014-12-25","1389.56","1377.35","1382.81"
"2014-12-26","1384.38","1377.26","1380.52"
"2014-12-29","1396.96","1377.06","1389.31"
"2014-12-30","1389.67","1376.06","1383.85"
"2014-12-31","1389.52","1377.35","1379.98"
"2015-01-02","1394.31","1381.54","1383.58"
"2015-01-05","1389.04","1373.56","1377.35"
"2015-01-06","1379.97","1369.85","1377.97"
"2015-01-07","1378.36","1354.90","1354.90"
"2015-01-08","1380.59","1357.03","1379.28"
"2015-01-09","1384.84","1364.51","1369.49"
"2015-01-12","1381.41","1364.56","1373.81"
"2015-01-13","1397.99","1371.03","1394.52"
"2015-01-14","1392.85","1369.10","1370.84"
"2015-01-15","1399.50","1353.43","1397.58"
"2015-01-16","1410.04","1381.71","1409.09"
"2015-01-19","1424.05","1407.11","1420.07"
"2015-01-20","1435.83","1423.02","1428.09"
"2015-01-21","1434.66","1421.68","1434.66"
"2015-01-22","1468.83","1437.07","1466.65"
"2015-01-23","1492.52","1465.62","1488.08"
"2015-01-26","1502.24","1477.37","1501.51"
"2015-01-27","1506.39","1480.05","1486.58"
"2015-01-28","1512.99","1488.87","1507.05"
"2015-01-29","1513.61","1495.29","1504.91"
"2015-01-30","1516.41","1503.05","1506.40"
"2015-02-02","1510.68","1491.09","1496.29"
"2015-02-03","1511.98","1496.22","1506.41"
"2015-02-04","1508.11","1491.11","1496.32"
"2015-02-05","1503.77","1492.62","1497.82"
"2015-02-06","1502.58","1488.10","1498.25"
"2015-02-09","1498.19","1478.55","1487.63"
"2015-02-10","1509.62","1483.87","1507.44"
"2015-02-11","1508.31","1490.60","1491.37"
"2015-02-12","1503.75","1485.82","1501.10"
"2015-02-13","1518.86","1501.40","1518.47"
"2015-02-16","1518.64","1511.22","1518.64"
"2015-02-17","1524.80","1512.84","1524.71"
"2015-02-18","1541.92","1525.96","1539.93"
"2015-02-19","1549.65","1531.92","1549.14"
"2015-02-20","1564.46","1544.29","1564.46"
"2015-02-23","1579.16","1561.89","1574.61"
"2015-02-24","1581.85","1568.22","1580.21"
"2015-02-25","1588.17","1577.91","1586.13"
"2015-02-26","1602.47","1586.15","1600.69"
"2015-02-27","1615.00","1599.14","1612.51"
"2015-03-02","1621.49","1602.29","1611.92"
"2015-03-03","1619.04","1598.48","1599.65"
"2015-03-04","1604.61","1585.86","1603.23"
"2015-03-05","1621.90","1604.20","1617.51"
"2015-03-06","1626.30","1613.82","1616.40"
"2015-03-09","1618.26","1597.55","1614.31"
"2015-03-10","1624.19","1603.30","1610.26"
"2015-03-11","1635.32","1605.91","1632.42"
"2015-03-12","1641.26","1625.21","1629.92"
"2015-03-13","1643.12","1629.17","1641.03"
"2015-03-16","1662.81","1638.21","1662.81"
"2015-03-17","1662.98","1634.00","1640.70"
"2015-03-18","1653.70","1638.81","1648.38"
"2015-03-19","1664.30","1645.73","1661.92"
"2015-03-20","1660.70","1649.50","1657.34"
"2015-03-23","1658.99","1645.79","1650.08"
"2015-03-24","1660.19","1642.45","1659.14"
"2015-03-25","1659.37","1640.20","1645.14"
"2015-03-26","1644.48","1603.95","1621.39"
"2015-03-27","1656.86","1620.39","1639.30"
"2015-03-30","1666.64","1638.13","1666.64"
"2015-03-31","1672.93","1648.66","1654.04"
"2015-04-01","1665.98","1640.69","1656.30"
"2015-04-02","1656.62","1651.18","1652.13"
"2015-04-07","1676.36","1654.69","1674.11"
"2015-04-08","1677.95","1668.97","1672.51"
"2015-04-09","1684.45","1672.43","1684.45"
"2015-04-10","1700.05","1684.48","1700.03"
"2015-04-13","1703.85","1693.73","1702.53"
"2015-04-14","1707.12","1690.62","1694.02"
"2015-04-15","1711.57","1693.54","1702.76"
"2015-04-16","1706.09","1690.53","1693.94"
"2015-04-17","1692.20","1650.99","1650.99"
"2015-04-20","1677.03","1650.11","1669.92"
"2015-04-21","1700.87","1670.40","1698.56"
"2015-04-22","1716.94","1684.21","1693.92"
"2015-04-23","1705.29","1661.96","1671.52"
"2015-04-24","1683.76","1670.74","1677.86"
"2015-04-27","1696.17","1676.71","1695.26"
"2015-04-28","1694.80","1643.25","1653.49"
"2015-04-29","1668.99","1618.58","1622.08"
"2015-04-30","1622.28","1591.87","1603.54"
"2015-05-01","1606.67","1598.26","1599.98"
"2015-05-04","1622.08","1601.09","1615.85"
"2015-05-05","1626.52","1578.52","1578.52"
"2015-05-06","1589.08","1561.58","1568.79"
"2015-05-07","1582.79","1545.60","1574.97"
"2015-05-08","1613.52","1578.21","1611.07"
"2015-05-11","1621.62","1606.03","1615.63"
"2015-05-12","1614.33","1578.79","1587.26"
"2015-05-13","1604.90","1586.05","1597.48"
"2015-05-14","1603.97","1590.47","1592.55"
"2015-05-15","1603.93","1584.12","1586.54"
"2015-05-18","1604.52","1589.02","1602.22"
"2015-05-19","1627.18","1604.18","1627.18"
"2015-05-20","1638.21","1624.72","1637.97"
"2015-05-21","1647.16","1631.11","1645.83"
"2015-05-22","1657.72","1644.87","1654.33"
"2015-05-25","1655.31","1645.42","1653.34"
"2015-05-26","1667.37","1646.26","1647.88"
"2015-05-27","1666.23","1645.61","1666.15"
"2015-05-28","1667.42","1651.86","1659.41"
"2015-05-29","1664.46","1627.18","1627.26"
"2015-06-01","1642.95","1628.46","1636.61"
"2015-06-02","1643.08","1616.46","1620.16"
"2015-06-03","1634.42","1619.96","1625.36"
"2015-06-04","1627.98","1599.94","1619.46"
"2015-06-05","1616.90","1596.15","1600.51"
"2015-06-08","1602.71","1577.35","1577.92"
"2015-06-09","1582.39","1556.26","1573.22"
"2015-06-10","1604.37","1565.53","1602.85"
"2015-06-11","1622.33","1601.34","1610.95"
"2015-06-12","1621.16","1598.07","1603.99"
"2015-06-15","1603.49","1569.88","1573.30"
"2015-06-16","1586.45","1553.84","1584.13"
"2015-06-17","1589.56","1563.42","1567.69"
"2015-06-18","1570.26","1538.88","1562.38"
"2015-06-19","1572.46","1565.04","1565.53"
"2015-06-22","1608.93","1565.15","1608.78"
"2015-06-23","1630.66","1612.32","1622.45"
"2015-06-24","1625.73","1608.31","1611.67"
"2015-06-25","1621.43","1598.94","1606.74"
"2015-06-26","1613.96","1591.02","1607.74"
"2015-06-29","1611.53","1548.81","1570.07"
"2015-06-30","1573.19","1549.54","1552.32"
"2015-07-01","1590.81","1553.14","1582.26"
"2015-07-02","1583.65","1557.81","1558.55"
"2015-07-03","1561.86","1543.88","1550.55"
"2015-07-06","1550.41","1524.59","1534.40"
"2015-07-07","1543.14","1516.11","1516.11"
"2015-07-08","1522.40","1503.15","1518.43"
"2015-07-09","1551.20","1517.16","1549.06"
"2015-07-10","1587.67","1547.66","1587.67"
"2015-07-13","1619.33","1586.00","1619.33"
"2015-07-14","1618.46","1603.54","1618.28"
"2015-07-15","1617.14","1607.78","1616.32"
"2015-07-16","1653.13","1617.55","1647.40"
"2015-07-17","1655.53","1641.37","1642.30"
"2015-07-20","1668.78","1641.42","1663.16"
"2015-07-21","1670.97","1638.25","1639.88"
"2015-07-22","1639.90","1626.56","1627.16"
"2015-07-23","1642.55","1618.22","1620.30"
"2015-07-24","1636.12","1614.38","1615.22"
"2015-07-27","1613.96","1581.33","1583.71"
"2015-07-28","1599.91","1580.05","1586.88"
"2015-07-29","1599.69","1585.73","1598.13"
"2015-07-30","1616.16","1596.30","1607.89"
"2015-07-31","1616.04","1602.25","1613.67"
"2015-08-03","1627.84","1614.15","1627.76"
"2015-08-04","1627.82","1617.61","1621.93"
"2015-08-05","1636.14","1621.73","1635.11"
"2015-08-06","1637.41","1611.33","1612.58"
"2015-08-07","1614.37","1591.08","1591.08"
"2015-08-10","1613.36","1585.33","1613.36"
"2015-08-11","1611.66","1588.67","1592.01"
"2015-08-12","1593.70","1548.49","1550.34"
"2015-08-13","1592.84","1551.22","1585.88"
"2015-08-14","1593.97","1583.37","1587.39"
"2015-08-17","1605.15","1577.85","1593.18"
"2015-08-18","1601.76","1588.82","1597.84"
"2015-08-19","1597.48","1562.48","1562.82"
"2015-08-20","1564.43","1525.07","1528.38"
"2015-08-21","1524.56","1488.53","1488.53"
"2015-08-24","1484.82","1388.33","1409.27"
"2015-08-25","1478.53","1410.51","1460.75"
"2015-08-26","1469.69","1420.14","1442.21"
"2015-08-27","1498.63","1445.38","1495.29"
"2015-08-28","1505.07","1482.86","1501.62"
"2015-08-31","1501.91","1484.83","1494.10"
"2015-09-01","1491.84","1453.30","1460.37"
"2015-09-02","1480.49","1458.64","1473.08"
"2015-09-03","1519.61","1472.07","1514.47"
"2015-09-04","1513.11","1471.23","1472.83"
"2015-09-07","1490.72","1472.54","1476.31"
"2015-09-08","1507.77","1476.43","1498.96"
"2015-09-09","1538.29","1499.67","1524.08"
"2015-09-10","1522.77","1505.86","1511.32"
"2015-09-11","1513.34","1499.84","1507.15"
"2015-09-14","1513.48","1487.95","1489.71"
"2015-09-15","1498.89","1478.69","1493.27"
"2015-09-16","1511.70","1492.38","1507.85"
"2015-09-17","1512.46","1503.44","1507.07"
"2015-09-18","1508.00","1474.17","1480.96"
"2015-09-21","1501.86","1475.33","1497.38"
"2015-09-22","0.00","0.00","1456.28"
"2015-09-23","1466.32","1447.48","1455.18"
"2015-09-24","1456.05","1409.95","1412.46"
"2015-09-25","1458.97","1415.40","1453.36"
"2015-09-28","1462.97","1421.47","1421.47"
"2015-09-29","1428.59","1394.11","1418.37"
"2015-09-30","1450.74","1419.42","1448.09"
"2015-10-01","1472.77","1440.43","1444.87"
"2015-10-02","1466.52","1431.84","1446.80"
"2015-10-05","1491.97","1447.45","1491.97"
"2015-10-06","1506.55","1481.06","1499.03"
"2015-10-07","1512.16","1495.14","1495.14"
"2015-10-08","1502.30","1488.11","1498.49"
"2015-10-09","1514.27","1497.48","1506.59"
"2015-10-12","1523.64","1501.42","1509.30"
"2015-10-13","1512.41","1484.79","1491.44"
"2015-10-14","1490.38","1462.44","1463.24"
"2015-10-15","0.00","0.00","1469.75"
"2015-10-16","1491.89","1471.26","1480.70"
"2015-10-19","1495.12","1479.35","1487.20"
"2015-10-20","1496.79","1478.19","1485.87"
"2015-10-21","1485.17","1464.13","1472.14"
"2015-10-22","1502.90","1458.81","1502.21"
"2015-10-23","1532.76","1504.14","1530.26"
"2015-10-26","1538.27","1523.51","1528.20"
"2015-10-27","1527.17","1514.80","1517.10"
"2015-10-28","1538.68","1513.56","1538.60"
"2015-10-29","1537.74","1513.89","1521.04"
"2015-10-30","1532.92","1519.27","1521.23"
"2015-11-02","1536.13","1508.60","1528.65"
"2015-11-03","1540.40","1526.13","1540.39"
"2015-11-04","1562.27","1541.62","1557.46"
"2015-11-05","1570.94","1554.54","1559.79"
"2015-11-06","1575.52","1551.09","1566.93"
"2015-11-09","1575.12","1554.88","1554.88"
"2015-11-10","1559.94","1539.26","1547.21"
"2015-11-11","1567.16","1546.90","1563.15"
"2015-11-12","1569.24","1546.34","1550.26"
"2015-11-13","1546.42","1523.32","1529.14"
"2015-11-16","1541.00","1514.86","1534.69"
"2015-11-17","1568.87","1535.65","1568.87"
"2015-11-18","1573.05","1561.65","1569.23"
"2015-11-19","1589.68","1566.33","1569.82"
"2015-11-20","1583.91","1563.99","1582.31"
"2015-11-23","1580.91","1569.62","1578.50"
"2015-11-24","1577.64","1547.99","1551.05"
"2015-11-25","1572.32","1552.33","1570.62"
"2015-11-26","1585.59","1570.56","1582.78"
"2015-11-27","1590.20","1573.19","1586.57"
"2015-11-30","1608.99","1580.23","1604.97"
"2015-12-01","1616.50","1600.98","1605.01"
"2015-12-02","1619.02","1602.93","1615.63"
"2015-12-03","1624.75","1575.56","1577.77"
"2015-12-04","1575.42","1552.88","1566.12"
"2015-12-07","1593.81","1571.46","1577.92"
"2015-12-08","1577.53","1538.68","1542.70"
"2015-12-09","1552.02","1521.97","1531.27"
"2015-12-10","1533.67","1517.78","1521.29"
"2015-12-11","1520.92","1482.62","1482.62"
"2015-12-14","1500.64","1469.02","1469.63"
"2015-12-15","1514.57","1469.77","1513.29"
"2015-12-16","1528.63","1510.00","1516.95"
"2015-12-17","1551.68","1522.14","1535.03"
"2015-12-18","1533.71","1509.85","1517.33"
"2015-12-21","1536.96","1515.04","1515.86"
"2015-12-22","1525.09","1504.55","1511.77"
"2015-12-23","1546.39","1514.21","1546.39"
"2015-12-24","1548.36","1545.39","1547.01"
"2015-12-28","1550.42","1537.23","1540.16"
"2015-12-29","1563.36","1542.11","1563.36"
"2015-12-30","1566.88","1552.25","1554.83"
"2015-12-31","1559.27","1554.77","1558.18"
"2016-01-04","1549.05","1509.97","1513.48"
"2016-01-05","1533.91","1502.96","1513.57"
"2016-01-06","1515.43","1505.33","1508.99"
"2016-01-07","1503.90","1450.28","1477.58"
"2016-01-08","1497.30","1464.43","1464.43"
"2016-01-11","1474.60","1453.62","1460.24"
"2016-01-12","1486.83","1453.44","1472.75"
"2016-01-13","1501.02","1476.13","1480.25"
"2016-01-14","1472.57","1429.53","1449.28"
"2016-01-15","1454.48","1389.79","1398.38"
"2016-01-18","1419.41","1391.52","1403.43"
"2016-01-19","1437.71","1409.37","1429.57"
"2016-01-20","1427.39","1377.36","1379.81"
"2016-01-21","1420.29","1380.10","1414.13"
"2016-01-22","1465.10","1428.89","1459.88"
"2016-01-25","1476.02","1452.93","1460.92"
"2016-01-26","1477.91","1435.37","1476.25"
