"Date","High price","Low price","Closing price"
"2008-07-11","957.54","928.21","929.66"
"2008-07-14","950.02","929.83","935.10"
"2008-07-15","934.90","904.59","918.87"
"2008-07-16","931.34","908.21","928.09"
"2008-07-17","978.21","929.23","970.60"
"2008-07-18","988.61","965.32","987.73"
"2008-07-21","998.37","975.70","994.63"
"2008-07-22","994.79","959.73","975.00"
"2008-07-23","993.74","975.51","987.57"
"2008-07-24","994.43","966.70","968.36"
"2008-07-25","977.50","950.18","973.82"
"2008-07-28","974.56","963.01","964.81"
"2008-07-29","967.49","947.00","963.57"
"2008-07-30","983.72","964.22","980.57"
"2008-07-31","984.22","968.38","982.48"
"2008-08-01","982.32","965.36","967.02"
"2008-08-04","974.06","961.21","961.80"
"2008-08-05","991.86","962.25","990.93"
"2008-08-06","1006.37","991.19","1002.24"
"2008-08-07","1010.66","988.12","994.45"
"2008-08-08","1001.55","981.16","1001.55"
"2008-08-11","1016.25","1001.05","1014.58"
"2008-08-12","1016.82","1004.15","1007.27"
"2008-08-13","1007.63","979.10","980.49"
"2008-08-14","992.60","978.02","992.47"
"2008-08-15","1002.12","991.55","996.61"
"2008-08-18","1001.79","990.24","995.27"
"2008-08-19","994.72","959.61","959.76"
"2008-08-20","969.32","957.53","965.80"
"2008-08-21","974.08","954.42","964.79"
"2008-08-22","992.56","965.39","992.40"
"2008-08-25","995.59","980.05","980.63"
"2008-08-26","990.49","973.59","989.08"
"2008-08-27","989.87","974.70","987.39"
"2008-08-28","999.08","977.92","997.43"
"2008-08-29","999.90","986.11","988.11"
"2008-09-01","989.75","974.73","989.75"
"2008-09-02","1003.74","981.01","997.59"
"2008-09-03","997.27","975.89","977.20"
"2008-09-04","978.27","945.70","945.73"
"2008-09-05","944.47","903.39","906.45"
"2008-09-08","947.42","907.86","931.53"
"2008-09-09","938.24","915.53","918.08"
"2008-09-10","921.51","907.25","913.98"
"2008-09-11","917.67","895.01","904.30"
"2008-09-12","927.03","904.86","926.24"
"2008-09-15","925.03","881.04","900.58"
"2008-09-16","897.70","864.68","882.32"
"2008-09-17","900.92","850.76","851.71"
"2008-09-18","867.04","842.19","850.77"
"2008-09-19","931.66","852.07","928.27"
"2008-09-22","934.40","906.10","906.26"
"2008-09-23","904.75","877.91","887.11"
"2008-09-24","893.78","878.26","879.09"
"2008-09-25","898.18","876.56","897.82"
"2008-09-26","897.72","865.36","875.57"
"2008-09-29","875.34","820.34","822.02"
"2008-09-30","831.09","792.04","816.12"
"2008-10-01","840.19","817.94","822.39"
"2008-10-02","831.00","803.91","806.15"
"2008-10-03","834.10","797.87","828.80"
"2008-10-06","827.41","751.17","759.60"
"2008-10-07","780.16","742.72","752.29"
"2008-10-08","755.36","688.69","708.04"
"2008-10-09","742.59","699.38","706.09"
"2008-10-10","704.41","640.72","669.03"
"2008-10-13","725.69","668.95","722.46"
"2008-10-14","780.22","722.84","743.42"
"2008-10-15","746.96","687.63","691.12"
"2008-10-16","699.13","645.39","663.42"
"2008-10-17","703.92","665.15","686.15"
"2008-10-20","726.17","686.83","719.79"
"2008-10-21","734.41","710.69","717.99"
"2008-10-22","713.29","672.20","678.76"
"2008-10-23","684.59","653.86","672.97"
"2008-10-24","672.86","609.17","639.75"
"2008-10-27","640.36","600.68","623.71"
"2008-10-28","647.35","615.65","623.66"
"2008-10-29","669.92","627.45","666.85"
"2008-10-30","707.13","668.60","694.26"
"2008-10-31","698.48","683.98","691.99"
"2008-11-03","717.23","693.71","717.23"
"2008-11-04","763.40","717.21","761.12"
"2008-11-05","762.61","732.68","741.30"
"2008-11-06","739.52","689.89","690.12"
"2008-11-07","710.70","686.27","705.23"
"2008-11-10","734.73","703.14","716.65"
"2008-11-11","714.97","671.55","674.84"
"2008-11-12","687.51","644.57","649.04"
"2008-11-13","657.82","636.82","651.10"
"2008-11-14","676.18","641.88","646.95"
"2008-11-17","656.23","634.10","638.85"
"2008-11-18","643.66","619.38","636.30"
"2008-11-19","639.44","609.49","609.51"
"2008-11-20","608.16","577.35","591.20"
"2008-11-21","601.60","563.59","566.26"
"2008-11-24","622.67","567.71","621.92"
"2008-11-25","645.67","615.77","636.20"
"2008-11-26","642.73","621.95","629.40"
"2008-11-27","651.25","631.14","650.34"
"2008-11-28","653.12","636.73","649.94"
"2008-12-01","651.34","607.60","609.55"
"2008-12-02","632.53","589.37","632.53"
"2008-12-03","635.24","616.96","634.59"
"2008-12-04","648.40","626.65","633.56"
"2008-12-05","633.71","595.50","599.56"
"2008-12-08","656.95","602.51","656.12"
"2008-12-09","671.93","639.75","666.56"
"2008-12-10","668.70","656.87","668.16"
"2008-12-11","666.92","648.23","655.57"
"2008-12-12","652.03","623.71","634.15"
"2008-12-15","646.44","620.45","620.79"
"2008-12-16","631.08","618.36","625.48"
"2008-12-17","636.96","617.65","626.89"
"2008-12-18","636.37","622.51","633.50"
"2008-12-19","638.75","622.96","630.49"
"2008-12-22","630.61","615.02","619.22"
"2008-12-23","623.51","613.84","615.47"
"2008-12-29","620.88","611.08","613.40"
"2008-12-30","627.65","614.14","625.80"
"2009-01-02","656.06","628.53","654.69"
"2009-01-05","674.20","658.55","674.03"
"2009-01-06","681.89","673.54","680.79"
"2009-01-07","687.56","672.02","678.52"
"2009-01-08","673.73","651.39","662.41"
"2009-01-09","672.15","658.41","662.01"
"2009-01-12","663.30","647.20","648.10"
"2009-01-13","647.85","624.38","630.71"
"2009-01-14","637.23","590.59","593.21"
"2009-01-15","605.19","579.94","596.65"
"2009-01-16","620.84","600.80","611.34"
"2009-01-19","621.05","597.40","601.54"
"2009-01-20","606.19","580.60","581.11"
"2009-01-21","602.58","574.60","594.34"
"2009-01-22","614.87","580.12","584.00"
"2009-01-23","585.05","566.79","583.08"
"2009-01-26","602.67","580.65","601.15"
"2009-01-27","605.95","592.19","598.30"
"2009-01-28","620.50","599.41","618.25"
"2009-01-29","616.01","596.28","600.79"
"2009-01-30","606.28","593.37","600.20"
"2009-02-02","599.08","581.27","584.22"
"2009-02-03","596.12","579.09","596.00"
"2009-02-04","622.83","595.48","619.90"
"2009-02-05","620.13","603.18","616.19"
"2009-02-06","644.68","618.41","642.97"
"2009-02-09","655.53","633.42","654.34"
"2009-02-10","652.31","632.54","634.23"
"2009-02-11","635.11","619.59","621.68"
"2009-02-12","621.60","609.61","618.29"
"2009-02-13","630.51","620.21","624.45"
"2009-02-16","625.57","616.24","619.53"
"2009-02-17","619.05","587.33","588.87"
"2009-02-18","593.05","577.06","590.49"
"2009-02-19","596.73","586.60","588.68"
"2009-02-20","588.52","562.89","562.89"
"2009-02-23","574.43","552.06","553.20"
"2009-02-24","552.97","538.37","541.34"
"2009-02-25","557.90","535.98","536.87"
"2009-02-26","555.38","536.67","552.93"
"2009-02-27","552.79","533.73","544.42"
"2009-03-02","544.29","518.53","519.22"
"2009-03-03","524.32","510.68","511.95"
"2009-03-04","532.50","511.65","532.50"
"2009-03-05","534.12","508.48","510.28"
"2009-03-06","510.14","497.51","500.40"
"2009-03-09","511.05","491.66","511.03"
"2009-03-10","543.68","507.07","543.06"
"2009-03-11","568.80","543.21","561.62"
"2009-03-12","570.64","546.71","568.84"
"2009-03-13","585.82","559.46","562.77"
"2009-03-16","586.52","562.78","586.52"
"2009-03-17","586.29","572.81","575.50"
"2009-03-18","587.84","570.89","575.87"
"2009-03-19","596.63","573.13","587.23"
"2009-03-20","587.13","560.71","566.14"
"2009-03-23","578.65","562.43","578.57"
"2009-03-24","591.12","572.46","574.02"
"2009-03-25","590.21","568.91","586.07"
"2009-03-26","588.72","578.20","588.72"
"2009-03-27","593.98","578.88","581.50"
"2009-03-30","581.08","555.91","557.73"
"2009-03-31","572.00","557.77","571.94"
"2009-04-01","593.29","563.55","592.95"
"2009-04-02","630.28","593.25","628.91"
"2009-04-03","635.07","618.16","622.18"
"2009-04-06","642.63","622.62","627.49"
"2009-04-07","629.23","608.89","614.90"
"2009-04-08","617.52","598.48","613.28"
"2009-04-09","629.96","613.56","626.62"
"2009-04-14","651.84","626.79","649.69"
"2009-04-15","649.34","630.88","632.97"
"2009-04-16","664.10","632.58","657.35"
"2009-04-17","677.51","657.52","675.40"
"2009-04-20","680.03","642.26","644.99"
"2009-04-21","655.93","632.26","654.68"
"2009-04-22","678.57","654.62","678.47"
"2009-04-23","687.52","667.29","681.02"
"2009-04-24","689.99","669.23","689.62"
"2009-04-27","691.44","672.45","691.38"
"2009-04-28","691.38","663.31","670.23"
"2009-04-29","688.62","669.82","687.50"
"2009-04-30","702.15","687.46","692.40"
"2009-05-01","694.38","691.21","693.84"
"2009-05-04","721.32","693.76","719.86"
"2009-05-05","723.69","713.17","715.76"
"2009-05-06","738.25","711.39","732.92"
"2009-05-07","752.10","724.84","726.89"
"2009-05-08","742.08","725.01","734.91"
"2009-05-11","739.22","710.95","718.28"
"2009-05-12","723.84","700.78","700.81"
"2009-05-13","707.85","676.92","680.14"
"2009-05-14","687.11","664.67","686.74"
"2009-05-15","703.92","686.86","701.94"
"2009-05-18","717.63","686.61","717.58"
"2009-05-19","743.33","718.08","734.54"
"2009-05-20","739.31","728.56","737.81"
"2009-05-22","737.68","711.00","717.42"
"2009-05-25","720.57","708.56","717.45"
"2009-05-26","717.54","695.59","712.22"
"2009-05-27","720.57","706.56","713.47"
"2009-05-28","713.25","697.06","705.08"
"2009-05-29","717.41","702.29","706.23"
"2009-06-01","736.63","706.50","735.51"
"2009-06-02","737.84","726.47","728.94"
"2009-06-03","728.88","696.93","700.55"
"2009-06-04","707.97","695.07","700.39"
"2009-06-05","709.33","698.58","699.97"
"2009-06-08","699.93","686.05","697.50"
"2009-06-09","707.82","695.65","705.38"
"2009-06-10","727.58","705.67","722.79"
"2009-06-11","732.26","720.79","730.99"
"2009-06-12","737.48","725.64","727.27"
"2009-06-15","726.90","708.23","709.49"
"2009-06-16","719.30","705.22","711.32"
"2009-06-17","712.55","688.82","691.03"
"2009-06-18","698.17","686.06","695.35"
"2009-06-19","697.24","693.61","695.42"
"2009-06-22","695.27","670.16","671.46"
"2009-06-23","675.91","665.65","667.16"
"2009-06-24","696.71","667.41","696.64"
"2009-06-25","697.73","681.53","686.31"
"2009-06-26","699.35","686.57","695.50"
"2009-06-29","716.56","693.89","715.28"
"2009-06-30","719.59","706.09","706.63"
"2009-07-01","727.00","706.94","726.16"
"2009-07-02","726.10","704.28","704.69"
"2009-07-03","705.86","697.65","700.51"
"2009-07-06","700.40","687.09","691.83"
"2009-07-07","700.19","687.96","689.05"
"2009-07-08","688.96","680.51","682.59"
"2009-07-09","692.12","681.97","684.09"
"2009-07-10","686.14","678.30","678.82"
"2009-07-13","690.73","670.48","689.50"
"2009-07-14","700.80","689.63","694.84"
"2009-07-15","722.74","694.95","722.74"
"2009-07-16","726.55","705.60","705.61"
"2009-07-17","715.44","704.35","714.18"
"2009-07-19","715.44","704.35","714.18"
"2009-07-20","724.55","714.45","717.26"
"2009-07-21","732.03","717.61","730.54"
"2009-07-22","734.79","721.23","734.09"
"2009-07-23","755.41","734.42","754.25"
"2009-07-24","756.14","745.81","753.87"
"2009-07-25","756.14","745.81","753.87"
"2009-07-27","759.57","744.12","747.01"
"2009-07-28","757.61","742.25","745.27"
"2009-07-29","746.88","738.83","745.88"
"2009-07-30","768.82","745.52","768.18"
"2009-07-31","774.34","763.56","772.82"
"2009-08-03","791.08","772.86","789.64"
"2009-08-04","790.76","774.30","777.31"
"2009-08-05","786.99","773.04","775.44"
"2009-08-06","786.55","771.97","776.74"
"2009-08-07","793.86","765.46","792.57"
"2009-08-10","793.48","782.41","784.78"
"2009-08-11","790.83","763.34","764.97"
"2009-08-12","782.73","761.10","782.32"
"2009-08-13","799.93","782.35","794.46"
"2009-08-14","800.52","782.95","786.20"
"2009-08-17","786.07","762.49","769.06"
"2009-08-18","783.87","769.14","777.90"
"2009-08-19","777.85","765.00","771.47"
"2009-08-20","790.03","771.75","786.36"
"2009-08-21","815.54","782.50","814.20"
"2009-08-24","824.67","812.94","821.70"
"2009-08-25","823.26","809.27","819.51"
"2009-08-26","827.94","809.14","811.10"
"2009-08-27","818.56","805.67","810.24"
"2009-08-28","832.53","810.26","827.08"
"2009-08-31","826.78","810.96","814.08"
"2009-09-01","820.49","796.72","798.61"
"2009-09-02","798.21","776.06","782.07"
"2009-09-03","796.67","782.12","786.78"
"2009-09-04","803.41","786.92","801.83"
"2009-09-07","819.71","802.04","818.67"
"2009-09-08","826.24","817.98","822.39"
"2009-09-09","832.13","817.54","832.13"
"2009-09-10","840.63","824.31","830.03"
"2009-09-11","837.88","828.54","829.85"
"2009-09-14","829.67","813.55","823.87"
"2009-09-15","832.62","823.56","829.73"
"2009-09-16","844.53","829.77","841.08"
"2009-09-17","850.57","838.44","844.04"
"2009-09-18","844.36","830.25","842.69"
"2009-09-21","842.48","830.33","833.85"
"2009-09-22","845.82","834.06","844.05"
"2009-09-23","846.86","839.61","842.16"
"2009-09-24","842.03","817.47","817.56"
"2009-09-25","822.01","811.85","815.14"
"2009-09-28","828.50","804.10","827.58"
"2009-09-29","830.89","816.18","816.51"
"2009-09-30","821.30","806.98","811.35"
"2009-10-01","816.69","796.05","796.69"
"2009-10-02","796.53","774.03","781.52"
"2009-10-05","789.56","780.20","785.95"
"2009-10-06","805.01","786.16","803.84"
"2009-10-07","805.46","790.88","793.97"
"2009-10-08","804.49","794.17","801.31"
"2009-10-09","807.40","798.20","803.69"
"2009-10-12","816.75","801.17","811.65"
"2009-10-13","816.85","801.77","803.03"
"2009-10-14","826.86","803.10","825.19"
"2009-10-15","836.39","811.00","811.60"
"2009-10-16","821.53","808.74","810.79"
"2009-10-19","820.05","810.40","818.73"
"2009-10-20","825.66","815.19","817.76"
"2009-10-21","821.79","807.41","819.58"
"2009-10-22","819.56","799.46","809.05"
"2009-10-23","823.66","809.36","815.05"
"2009-10-26","822.93","803.47","804.66"
"2009-10-27","814.09","802.66","806.30"
"2009-10-28","809.46","791.30","794.09"
"2009-10-29","808.79","787.54","807.79"
"2009-10-30","816.75","803.11","803.48"
"2009-11-02","802.36","790.63","800.95"
"2009-11-03","798.47","780.70","788.65"
"2009-11-04","803.77","788.85","802.46"
"2009-11-05","812.55","790.32","809.59"
"2009-11-06","816.35","802.54","806.77"
"2009-11-09","831.15","811.92","830.29"
"2009-11-10","830.15","824.99","828.02"
"2009-11-11","841.65","828.11","838.06"
"2009-11-12","842.50","834.17","837.79"
"2009-11-13","839.53","831.91","838.46"
"2009-11-16","847.94","838.65","847.66"
"2009-11-17","846.73","835.92","836.46"
"2009-11-18","848.00","837.04","840.77"
"2009-11-19","840.13","822.08","823.71"
"2009-11-20","829.80","815.82","819.32"
"2009-11-23","839.90","821.48","839.08"
"2009-11-24","836.60","825.33","825.33"
"2009-11-25","832.77","823.69","827.04"
"2009-11-26","825.15","797.60","798.42"
"2009-11-27","814.25","787.20","812.38"
"2009-11-30","817.80","798.79","798.79"
"2009-12-01","818.40","798.79","816.50"
"2009-12-02","825.96","816.08","825.96"
"2009-12-03","830.41","818.33","819.90"
"2009-12-04","833.83","813.18","827.32"
"2009-12-07","826.43","818.31","822.14"
"2009-12-08","828.52","809.66","812.07"
"2009-12-09","814.79","802.38","806.89"
"2009-12-10","814.46","805.86","809.67"
"2009-12-11","818.64","810.06","815.34"
"2009-12-14","822.79","814.16","818.98"
"2009-12-15","820.30","805.88","813.15"
"2009-12-16","822.72","811.45","820.73"
"2009-12-17","820.04","810.28","810.30"
"2009-12-18","815.07","806.43","806.62"
"2009-12-21","814.78","804.39","812.32"
"2009-12-22","821.77","812.78","821.05"
"2009-12-23","825.67","820.84","823.33"
"2009-12-28","829.58","822.96","826.51"
"2009-12-29","833.16","826.76","831.85"
"2009-12-30","834.62","827.10","829.44"
"2010-01-04","850.89","830.91","850.79"
"2010-01-05","852.33","847.40","849.45"
"2010-01-06","851.73","848.54","850.51"
"2010-01-07","856.15","845.80","854.36"
"2010-01-08","860.51","853.04","857.76"
"2010-01-11","870.36","859.50","861.70"
"2010-01-12","862.65","847.66","851.01"
"2010-01-13","858.31","845.30","856.66"
"2010-01-14","867.56","857.22","865.24"
"2010-01-15","871.97","858.14","858.82"
"2010-01-18","865.80","859.51","865.51"
"2010-01-19","867.59","852.56","865.91"
"2010-01-20","867.62","851.44","851.65"
"2010-01-21","859.17","845.42","847.41"
"2010-01-22","848.62","833.85","840.01"
"2010-01-25","846.37","831.17","836.46"
"2010-01-26","835.76","827.85","833.66"
"2010-01-27","845.13","826.03","835.74"
"2010-01-28","862.74","837.84","840.44"
"2010-01-29","858.30","839.51","855.86"
"2010-02-01","869.35","848.86","869.35"
"2010-02-02","876.79","866.96","873.37"
"2010-02-03","878.78","870.44","872.81"
"2010-02-04","878.11","851.36","851.41"
"2010-02-05","850.96","833.83","837.34"
"2010-02-08","844.03","823.56","837.30"
"2010-02-09","849.25","835.70","843.71"
"2010-02-10","851.84","837.35","841.30"
"2010-02-11","855.80","843.95","851.15"
"2010-02-12","862.39","840.90","845.50"
"2010-02-15","851.10","841.21","844.37"
"2010-02-16","852.35","843.41","852.31"
"2010-02-17","868.48","859.24","866.66"
"2010-02-18","872.28","864.81","871.75"
"2010-02-19","875.27","862.26","874.61"
"2010-02-22","880.39","873.38","876.69"
"2010-02-23","883.78","867.27","867.36"
"2010-02-24","872.39","863.92","871.52"
"2010-02-25","876.91","861.48","865.24"
"2010-02-26","875.82","867.13","875.19"
"2010-03-01","888.15","876.32","887.49"
"2010-03-02","894.16","882.99","892.15"
"2010-03-03","900.94","889.33","900.72"
"2010-03-04","905.19","893.83","904.15"
"2010-03-05","918.99","905.09","918.33"
"2010-03-08","924.18","917.57","922.69"
"2010-03-09","923.47","913.04","919.42"
"2010-03-10","932.36","916.26","931.70"
"2010-03-11","931.60","924.50","928.14"
"2010-03-12","941.93","928.71","937.72"
"2010-03-15","939.25","931.42","932.53"
"2010-03-16","944.03","934.97","942.85"
"2010-03-17","952.06","946.73","949.82"
"2010-03-18","947.97","942.49","943.41"
"2010-03-19","954.29","943.86","947.10"
"2010-03-22","949.12","935.73","945.54"
"2010-03-23","956.60","945.79","956.57"
"2010-03-24","962.02","950.09","958.08"
"2010-03-25","970.49","956.99","968.65"
"2010-03-26","965.19","957.96","959.31"
"2010-03-29","964.38","950.72","953.51"
"2010-03-30","960.24","951.82","952.61"
"2010-03-31","955.94","949.12","954.07"
"2010-04-01","967.99","956.29","967.24"
"2010-04-06","980.25","971.36","978.55"
"2010-04-07","983.83","977.99","979.88"
"2010-04-08","975.94","965.95","971.90"
"2010-04-09","979.99","972.37","974.66"
"2010-04-12","977.01","972.37","975.56"
"2010-04-13","975.08","965.77","973.70"
"2010-04-14","980.99","972.96","980.28"
"2010-04-15","987.57","978.62","987.31"
"2010-04-16","993.68","975.84","978.52"
"2010-04-19","978.14","967.11","975.20"
"2010-04-20","994.40","980.97","993.61"
"2010-04-21","997.14","986.08","986.14"
"2010-04-22","992.51","956.37","962.01"
"2010-04-23","985.67","962.27","985.38"
"2010-04-26","997.85","989.51","992.52"
"2010-04-27","994.04","967.23","967.23"
"2010-04-28","974.36","948.95","959.49"
"2010-04-29","979.62","961.04","978.93"
"2010-04-30","980.85","972.83","975.04"
"2010-05-03","981.95","967.99","980.40"
"2010-05-04","985.86","954.62","954.62"
"2010-05-05","957.02","929.18","931.13"
"2010-05-06","934.91","906.81","909.19"
"2010-05-07","897.68","860.58","869.65"
"2010-05-10","931.13","906.33","931.09"
"2010-05-11","930.55","915.93","922.90"
"2010-05-12","948.38","919.84","947.71"
"2010-05-14","947.93","921.89","922.95"
"2010-05-17","934.56","912.08","927.05"
"2010-05-18","943.44","933.30","938.49"
"2010-05-19","926.81","900.79","902.02"
"2010-05-20","912.33","863.25","872.58"
"2010-05-21","878.90","855.21","873.59"
"2010-05-24","883.94","865.44","880.10"
"2010-05-25","859.42","844.98","855.47"
"2010-05-26","890.86","871.17","885.63"
"2010-05-27","905.10","888.07","905.10"
"2010-05-28","916.13","903.77","906.12"
"2010-05-31","915.59","907.53","911.99"
"2010-06-01","916.21","892.73","914.10"
"2010-06-02","921.45","904.71","920.44"
"2010-06-03","942.64","934.69","938.44"
"2010-06-04","948.13","918.58","920.05"
"2010-06-07","917.05","898.73","905.74"
"2010-06-08","912.98","893.31","899.98"
"2010-06-09","918.69","899.90","918.64"
"2010-06-10","941.14","910.78","939.68"
"2010-06-11","944.72","929.26","937.65"
"2010-06-14","955.51","947.25","953.41"
"2010-06-15","965.41","944.00","965.09"
"2010-06-16","971.33","944.21","953.60"
"2010-06-17","959.22","946.76","954.42"
"2010-06-18","968.29","959.42","967.19"
"2010-06-21","983.07","970.89","974.35"
"2010-06-22","976.54","961.87","968.51"
"2010-06-23","971.27","954.64","958.49"
"2010-06-24","963.93","931.56","933.11"
"2010-06-25","934.17","932.15","933.19"
"2010-06-28","939.60","926.38","938.76"
"2010-06-29","930.66","907.68","910.24"
"2010-06-30","924.20","910.09","917.94"
"2010-07-01","914.08","886.95","890.15"
"2010-07-02","908.81","894.34","896.92"
"2010-07-05","904.09","890.93","892.32"
"2010-07-06","919.05","895.34","916.43"
"2010-07-07","927.36","900.45","925.37"
"2010-07-08","936.78","921.54","925.33"
"2010-07-09","938.16","928.13","937.83"
"2010-07-12","944.55","932.87","939.50"
"2010-07-13","965.14","942.03","964.20"
"2010-07-14","971.26","960.07","969.48"
"2010-07-15","972.84","957.81","961.94"
"2010-07-16","966.57","939.50","940.80"
"2010-07-19","945.41","930.24","935.48"
"2010-07-20","945.63","927.04","933.65"
"2010-07-21","959.97","943.22","949.92"
"2010-07-22","971.17","947.60","970.17"
"2010-07-23","976.07","959.87","964.66"
"2010-07-26","974.32","958.79","966.21"
"2010-07-27","974.31","964.33","966.30"
"2010-07-28","972.09","958.52","960.15"
"2010-07-29","971.38","960.74","962.32"
"2010-07-30","966.85","952.00","961.00"
"2010-08-02","990.92","969.01","989.94"
"2010-08-03","992.51","986.03","990.62"
"2010-08-04","991.32","980.39","987.10"
"2010-08-05","999.05","986.19","989.61"
"2010-08-06","998.18","976.21","978.55"
"2010-08-09","991.13","985.42","990.11"
"2010-08-10","987.35","974.97","977.82"
"2010-08-11","971.54","949.62","950.45"
"2010-08-12","958.57","941.23","949.84"
"2010-08-13","957.50","941.79","951.52"
"2010-08-16","959.05","946.08","958.53"
"2010-08-17","970.84","961.25","970.73"
"2010-08-18","969.47","960.66","965.25"
"2010-08-19","974.36","951.58","951.68"
"2010-08-20","956.08","933.87","940.58"
"2010-08-23","950.41","936.95","944.22"
"2010-08-24","940.52","917.62","923.25"
"2010-08-25","928.06","903.41","914.03"
"2010-08-26","928.37","919.97","927.92"
"2010-08-27","936.39","921.91","936.32"
"2010-08-30","942.82","925.99","932.38"
"2010-08-31","934.91","917.37","934.91"
"2010-09-01","971.91","935.30","971.07"
"2010-09-02","971.10","963.71","967.89"
"2010-09-03","980.57","966.67","972.89"
"2010-09-06","979.76","974.39","975.70"
"2010-09-07","977.36","969.22","976.17"
"2010-09-08","990.30","969.80","989.59"
"2010-09-09","1001.13","985.34","1000.34"
"2010-09-10","1011.27","1003.48","1006.15"
"2010-09-13","1020.82","1012.47","1016.77"
"2010-09-14","1019.44","1006.08","1015.10"
"2010-09-15","1016.34","1004.86","1010.58"
"2010-09-16","1012.02","1004.70","1005.53"
"2010-09-17","1017.51","1003.52","1008.90"
"2010-09-20","1023.53","1006.27","1023.53"
"2010-09-21","1028.94","1021.76","1021.76"
"2010-09-22","1026.76","1009.88","1012.10"
"2010-09-23","1016.38","992.40","1002.12"
"2010-09-24","1019.18","996.20","1019.16"
"2010-09-27","1022.82","1008.35","1008.59"
"2010-09-28","1014.76","997.60","1013.57"
"2010-09-29","1019.30","1007.99","1012.07"
"2010-09-30","1028.17","1007.00","1014.92"
"2010-10-01","1021.23","1004.26","1006.86"
"2010-10-04","1007.89","993.05","993.46"
"2010-10-05","1013.93","989.49","1010.92"
"2010-10-06","1022.08","1009.09","1010.57"
"2010-10-07","1015.35","1001.92","1013.59"
"2010-10-08","1013.62","1003.78","1010.63"
"2010-10-11","1022.37","1013.32","1021.74"
"2010-10-12","1021.55","1008.35","1020.04"
"2010-10-13","1038.60","1023.11","1035.60"
"2010-10-14","1042.09","1025.96","1027.76"
"2010-10-15","1030.14","1015.73","1019.41"
"2010-10-18","1022.10","1012.31","1015.91"
"2010-10-19","1022.52","1005.33","1006.38"
"2010-10-20","1019.63","1007.78","1019.58"
"2010-10-21","1044.35","1021.00","1041.74"
"2010-10-22","1042.97","1035.85","1038.87"
"2010-10-25","1047.72","1041.17","1044.00"
"2010-10-26","1046.46","1024.94","1028.84"
"2010-10-27","1035.53","1023.10","1025.72"
"2010-10-28","1029.96","1016.06","1017.98"
"2010-10-29","1015.41","1006.08","1014.85"
"2010-11-01","1022.06","1012.34","1017.31"
"2010-11-02","1024.70","1014.61","1019.32"
"2010-11-03","1021.94","1011.58","1013.56"
"2010-11-04","1037.05","1023.67","1032.83"
"2010-11-05","1033.98","1017.83","1026.95"
"2010-11-08","1031.82","1024.14","1026.96"
"2010-11-09","1039.53","1022.60","1038.78"
"2010-11-10","1037.72","1029.46","1033.62"
"2010-11-11","1036.95","1023.68","1027.54"
"2010-11-12","1022.99","1008.72","1017.75"
"2010-11-15","1026.09","1009.26","1025.85"
"2010-11-16","1021.50","1000.69","1003.85"
"2010-11-17","1012.14","1000.86","1010.58"
"2010-11-18","1026.29","1015.14","1024.91"
"2010-11-19","1026.62","1019.75","1025.49"
"2010-11-22","1033.58","1017.82","1020.04"
"2010-11-23","1018.28","1008.28","1009.60"
"2010-11-24","1026.08","1005.52","1024.96"
"2010-11-25","1033.95","1025.28","1033.00"
"2010-11-26","1034.95","1022.55","1030.11"
"2010-11-29","1040.62","1021.95","1024.94"
"2010-11-30","1033.17","1023.27","1030.80"
"2010-12-01","1056.00","1036.11","1055.89"
"2010-12-02","1072.03","1054.24","1072.03"
"2010-12-03","1074.88","1061.53","1074.27"
"2010-12-06","1076.45","1069.27","1072.98"
"2010-12-07","1085.08","1071.46","1076.58"
"2010-12-08","1077.98","1070.41","1073.49"
"2010-12-09","1082.40","1061.92","1064.20"
"2010-12-10","1071.39","1064.90","1071.39"
"2010-12-13","1078.78","1072.20","1074.74"
"2010-12-14","1083.11","1074.04","1083.11"
"2010-12-15","1088.57","1078.98","1086.81"
"2010-12-16","1091.60","1085.97","1091.22"
"2010-12-17","1096.76","1089.02","1095.26"
"2010-12-20","1100.70","1092.22","1097.35"
"2010-12-21","1112.57","1101.75","1111.99"
"2010-12-22","1115.11","1108.10","1109.35"
"2010-12-23","1113.52","1107.69","1111.66"
"2010-12-27","1111.29","1105.02","1107.13"
"2010-12-28","1112.40","1106.71","1107.69"
"2010-12-29","1114.58","1111.01","1112.63"
"2010-12-30","1113.55","1105.03","1105.03"
"2011-01-03","1127.72","1113.82","1127.54"
"2011-01-04","1132.25","1122.55","1122.79"
"2011-01-05","1126.43","1113.99","1118.59"
"2011-01-06","1120.34","1117.33","1117.62"
"2011-01-07","1124.52","1115.33","1119.55"
"2011-01-10","1121.20","1110.41","1112.25"
"2011-01-11","1134.62","1115.33","1133.95"
"2011-01-12","1141.53","1134.54","1138.84"
"2011-01-13","1141.74","1123.58","1125.10"
"2011-01-14","1124.87","1108.99","1124.09"
"2011-01-17","1131.61","1119.54","1122.31"
"2011-01-18","1136.47","1126.23","1133.54"
"2011-01-19","1135.48","1110.24","1110.86"
"2011-01-20","1111.28","1091.88","1091.92"
"2011-01-21","1111.01","1089.90","1102.40"
"2011-01-24","1111.48","1094.86","1102.57"
"2011-01-25","1115.64","1105.85","1107.35"
"2011-01-26","1132.09","1112.99","1129.29"
"2011-01-27","1132.62","1121.51","1128.74"
"2011-01-28","1130.95","1118.29","1118.29"
